Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
global-s2-alonedircolorsnew.klee-out,1847469,1.99,24.11,16.80,18596,15.64,4483,14113,1298,93,250,477,3.34,0.00,0.00,0.16,7.88,0.15,0.31,275,83,84,55.67,0,959178,316,7083,729,666,316,593,52379,57.57,57.80,55.17,274,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,-1,0.06,3.05,167.55
