Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TQueryCache(s),TIndependence(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
poolingdircolors.klee-out,1847469,242.50,39.00,28.16,18596,92.32,7253,11343,1298,181,369,795,242.79,0.83,0.34,214.91,215.32,222.40,88.62,213.44,223.88,18179,18134,18134,11177.36,0,805943,2406,244471,8253,96916,2406,6745,79841,667.31,673.56,558.92,7537,0,10641,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,-1,11.06,4.56,100.12
