Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TPostLCP(s),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,CommonConstraints,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
partition-basic-v0chmodTrue.klee-out,487609795,598.31,32.15,20.58,21123,27.55,6791,14332,1555,132,376,229768,592.76,2.97,0.50,125.86,21.04,123.85,123.86,164.86,72392,27,51,31.29,0,271618766,4460,181222,355783,71805,304187,4460,69302,10245195,96.44,96.96,89.40,57963,0,14428,0,0,0,0,0,0,0,72249,0,0,0,0,116,0,0,-1,20.98,3.51,99.07
