Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SymCalls,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
best-lcp-ppmkfifonew.klee-out,12553854,13.50,30.76,20.43,16910,15.05,5201,11709,1175,91,298,5039,14.63,0.13,1.00,1.02,7.55,0.96,2.03,1046,23,36,22.80,0,6988349,620,0,37622,2231,8640,620,1726,260183,60.64,61.35,59.83,213,0,832,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,-1,0.77,5.73,108.36
