Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TPostLCP(s),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,CommonConstraints,SymCalls,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
measure-simpdircolorsTrue.klee-out,383172627,624.71,36.76,25.15,18596,33.55,6836,11760,1298,131,391,176995,619.97,6.89,1.10,14.71,2.36,13.94,13.96,209.61,55624,192,220,144.66,0,211229307,1514,27946,0,102985,48341,245645,1514,47139,7081116,70.86,72.09,66.33,45561,0,10062,0,0,0,0,0,0,0,55432,0,0,0,0,0,0,0,-1,97.39,15.59,99.24
