Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SymCalls,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
best-lcp-ppcsplitnew.klee-out,10877792,13.22,14.70,8.75,35773,20.39,5259,30514,2817,97,299,4963,16.47,0.11,0.85,1.52,11.51,1.45,2.70,1288,26,39,23.60,0,5991553,578,0,44694,2469,10680,578,2058,250811,76.95,77.35,76.14,310,0,977,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,-1,0.93,7.03,124.63
