Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TQueryCache(s),TIndependence(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
poolingchmod.klee-out,9790168,379.60,33.98,22.41,21123,59.19,7177,13946,1555,155,387,1730,378.97,6.53,1.72,147.65,151.03,211.79,38.90,144.20,224.68,126608,41120,50691,36729.88,0,4309032,5519,244626,45756,761808,5519,41381,343096,1052.22,1109.30,943.82,41085,0,85522,0,0,0,0,0,0,0,319,85161,0,0,0,8,0,0,-1,93.24,24.56,99.83
