Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TQueryCache(s),TIndependence(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
poolunsimpdircolors.klee-out,1815899,456.79,38.74,28.08,18596,99.22,7204,11392,1298,181,367,805,456.82,0.23,0.05,451.57,451.61,452.97,98.86,448.94,453.21,3228,3155,3155,2319.77,0,927000,2719,269753,4546,5481,2719,3427,65050,367.98,377.22,345.91,2703,0,524,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,-1,0.19,0.04,100.01
