Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,ExternalCalls,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),States,ActiveStates,MaxActiveStates,AvgActiveStates,InhibitedForks,Queries,SolverQueries,SolverQueryConstructs,QCacheMisses,QCacheHits,QCexCacheMisses,QCexCacheHits,Allocations,Mem(MiB),MaxMem(MiB),AvgMem(MiB),BrConditional,BrIndirect,BrSwitch,BrCall,BrMemOp,BrResolvePointer,BrAlloc,BrRealloc,BrFree,BrGetVal,TermExit,TermEarly,TermSolverErr,TermProgrErr,TermUserErr,TermExecErr,TermEarlyAlgo,TermEarlyUser,TArrayHash(s),TFork(s),TFork(%),TUser(%)
dump/dircolorsZ3NonIncremental.klee-out,1847669,600.83,39.00,28.16,18596,96.27,7253,11343,1298,181,369,801,601.01,84.67,14.09,0.00,0.00,569.36,578.44,18473,18428,18428,11477.33,0,806961,8887,1257462,8314,99173,0,0,79976,337.69,344.11,239.53,7545,0,10927,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,-1,11.46,1.91,100.03
